id,text,label,label_text,meta_doc_drugs,meta_prev_context,span_offsets,source_file,final_pred,agent_reasoning
LIPITOR.168_10,"On an aside he said stop taking lipitor on an off chanch it may be an uncommon reaction.
",0,Not-Related,lipitor,"Interested in doing MRI-thinking nacrotic nerve in lower spine.
","608, 697",LIPITOR.168.txt,0,Auto-Rejected by Hunter (Low Probability)
LIPITOR.168_11,"I started looking up lipitor reactions and came across so much info on side effects it was startling.
",0,Not-Related,lipitor,"On an aside he said stop taking lipitor on an off chanch it may be an uncommon reaction.
","697, 799",LIPITOR.168.txt,0,Auto-Rejected by Hunter (Low Probability)
LIPITOR.168_12,"I look back to about 1 1/2 years ago when I no longer had that special feeling that all males experience in my organ and a decreased sex drive (not typical for me).
",1,Related,lipitor,"I started looking up lipitor reactions and came across so much info on side effects it was startling.
","799, 964",LIPITOR.168.txt,1,"The text describes a new physiological dysfunction (erectile dysfunction and decreased sex drive) that was not typical for the individual, consistent with a potential adverse drug event."
LIPITOR.168_13,"At the time I attributed it to male menopause-being around 54.
",0,Not-Related,lipitor,"I look back to about 1 1/2 years ago when I no longer had that special feeling that all males experience in my organ and a decreased sex drive (not typical for me).
","964, 1027",LIPITOR.168.txt,0,Auto-Rejected by Hunter (Low Probability)
LIPITOR.168_14,"I went to my accupuncturist and was told my chee was dry.
",0,Not-Related,lipitor,"At the time I attributed it to male menopause-being around 54.
","1027, 1085",LIPITOR.168.txt,0,"The text describes a Traditional Chinese Medicine diagnosis ('chee was dry') without a clear physiological symptom in Western medical terms, and there is no explicit or implicit causal link to the drug 'lipitor'."
LIPITOR.168_15,"Had 4 treatments over as many weeks.
",0,Not-Related,lipitor,"I went to my accupuncturist and was told my chee was dry.
","1085, 1122",LIPITOR.168.txt,0,Auto-Rejected by Hunter (Low Probability)
LIPITOR.168_16,"Started to see some improvement.
",0,Not-Related,lipitor,"Had 4 treatments over as many weeks.
","1122, 1155",LIPITOR.168.txt,0,Auto-Rejected by Hunter (Low Probability)
LIPITOR.168_17,"At the onset of symptoms I felt like I would imagine someone that had MS would feel like, swaying, pulling myself up stairs, dragging legs.
",1,Related,lipitor,"Started to see some improvement.
","1155, 1295",LIPITOR.168.txt,1,"The text describes new onset physiological symptoms (swaying, difficulty with stairs, dragging legs) which are consistent with potential adverse drug effects like myopathy or neurological issues, and are not an indication for Lipitor."
LIPITOR.168_18,"After having stopped lipitor and acupuncture treatments, I would say I am at about 50 or 55%.
",0,Not-Related,lipitor,"At the onset of symptoms I felt like I would imagine someone that had MS would feel like, swaying, pulling myself up stairs, dragging legs.
","1295, 1389",LIPITOR.168.txt,0,Auto-Rejected by Hunter (Low Probability)
LIPITOR.168_19,"I hope I continue to keep getting better as this has really hit my life at a bad time.
",0,Not-Related,lipitor,"After having stopped lipitor and acupuncture treatments, I would say I am at about 50 or 55%.
","1389, 1476",LIPITOR.168.txt,0,Auto-Rejected by Hunter (Low Probability)
LIPITOR.168_20,"My cholesterol did go down but If I knew I would have these kinds of problems I would never have started taking the drug nor will I EVER AGAIN take it irregardless of my cholesterol level.
",0,Not-Related,lipitor,"I hope I continue to keep getting better as this has really hit my life at a bad time.
","1476, 1665",LIPITOR.168.txt,0,Auto-Rejected by Hunter (Low Probability)
LIPITOR.168_21,"I would recommend to those who have not had any lessening of symptons to try accupuncture.
",0,Not-Related,lipitor,"My cholesterol did go down but If I knew I would have these kinds of problems I would never have started taking the drug nor will I EVER AGAIN take it irregardless of my cholesterol level.
","1665, 1756",LIPITOR.168.txt,0,Auto-Rejected by Hunter (Low Probability)
LIPITOR.168_22,"It can't hurt and may help!.
",0,Not-Related,lipitor,"I would recommend to those who have not had any lessening of symptons to try accupuncture.
","1756, 1785",LIPITOR.168.txt,0,Auto-Rejected by Hunter (Low Probability)
LIPITOR.141_0,"I experienced severe pain in my left shoulder and neck.
",1,Related,Lipitor,,"0, 56",LIPITOR.141.txt,1,"The text describes a physiological issue (severe pain in the shoulder and neck) which is a type of symptom that can be an adverse drug event. There is no information to suggest it is an indication, pre-existing condition, or negation."
LIPITOR.141_1,"Unable to raise my left arm.
",1,Related,Lipitor,"I experienced severe pain in my left shoulder and neck.
","56, 85",LIPITOR.141.txt,1,The text describes a physiological dysfunction (inability to raise an arm) which is a potential adverse drug event and not an indication for Lipitor.
LIPITOR.141_2,"Am still in physical therapy after 1 year, and my arm and neck are still unable to move very well.
",1,Related,Lipitor,"Unable to raise my left arm.
","85, 184",LIPITOR.141.txt,1,"The text describes an ongoing physiological issue (inability to move arm and neck well, requiring physical therapy) which is not an indication for Lipitor, a negation, or explicitly pre-existing. This type of musculoskeletal dysfunction could be a potential adverse drug event."
LIPITOR.141_3,"I am also seeing an orthopedic surgeon, who took x-rays and cannot see anything on them.
",0,Not-Related,Lipitor,"Am still in physical therapy after 1 year, and my arm and neck are still unable to move very well.
","184, 273",LIPITOR.141.txt,0,Auto-Rejected by Hunter (Low Probability)
LIPITOR.141_4,"He diagnosed it as frozen shoulder.
",0,Not-Related,Lipitor,"I am also seeing an orthopedic surgeon, who took x-rays and cannot see anything on them.
","273, 309",LIPITOR.141.txt,0,"The text describes a medical diagnosis ('frozen shoulder') but does not establish a causal or temporal relationship with the drug 'Lipitor'. It does not state that the symptom occurred after or during the use of Lipitor, nor does it attribute the symptom to Lipitor."
LIPITOR.141_5,"Funny, that it only began when I started the Lipitor.
",0,Not-Related,Lipitor,"He diagnosed it as frozen shoulder.
","309, 363",LIPITOR.141.txt,0,Auto-Rejected by Hunter (Low Probability)
LIPITOR.141_6,"I took myself off it 4 months ago, and am still in pain and cannot sleep well at night.
",1,Related,Lipitor,"Funny, that it only began when I started the Lipitor.
","363, 451",LIPITOR.141.txt,1,"The text describes physiological issues (pain, insomnia) that are implied to have started during or after drug use and persisted after discontinuation, indicating a potential adverse drug event or withdrawal effect."
LIPITOR.141_7,"My doctor never warned me about eating grapefruit, which I had every morning while taking the Lipitor.
",0,Not-Related,Lipitor,"I took myself off it 4 months ago, and am still in pain and cannot sleep well at night.
","451, 554",LIPITOR.141.txt,0,Auto-Rejected by Hunter (Low Probability)
CATAFLAM.9_0,"None, unless too much is taken too close together, then it can cause gassy abdominal cramping.
",1,Related,Cataflam; Demerol,,"0, 95",CATAFLAM.9.txt,1,"The text describes a physiological issue ('gassy abdominal cramping') that can be caused by the drug if 'too much is taken too close together', indicating a potential adverse drug event related to dosing."
CATAFLAM.9_1,"It is the BEST pain reliever I have ever been prescribed and I will never do without it!
",0,Not-Related,Cataflam; Demerol,"None, unless too much is taken too close together, then it can cause gassy abdominal cramping.
","95, 184",CATAFLAM.9.txt,0,Auto-Rejected by Hunter (Low Probability)
CATAFLAM.9_2,"I happen to have Endometriosis that has attached to ""everything"" in the backside, including my Sciatic nerve.
",0,Not-Related,Cataflam; Demerol,"It is the BEST pain reliever I have ever been prescribed and I will never do without it!
","184, 294",CATAFLAM.9.txt,0,Auto-Rejected by Hunter (Low Probability)
CATAFLAM.9_3,"Sciatic Endo is rarely seen, but they found it in me.
",0,Not-Related,Cataflam; Demerol,"I happen to have Endometriosis that has attached to ""everything"" in the backside, including my Sciatic nerve.
","294, 348",CATAFLAM.9.txt,0,Auto-Rejected by Hunter (Low Probability)
CATAFLAM.9_4,"I do Restorative Yoga postures to get myself loosened up every day, but keep the Cataflam handy as nothing works better for the pain, unless I have an extremely bad time where I have to take a Demerol with it (rarely).
",0,Not-Related,Cataflam; Demerol,"Sciatic Endo is rarely seen, but they found it in me.
","348, 567",CATAFLAM.9.txt,0,Auto-Rejected by Hunter (Low Probability)
CATAFLAM.9_5,"However, I have noticed in the ""patient info"" they give with my Rx that now warnings of NSAID's causing heart attacks and strokes are written where they were not before when I started this Rx.
",0,Not-Related,Cataflam; Demerol,"I do Restorative Yoga postures to get myself loosened up every day, but keep the Cataflam handy as nothing works better for the pain, unless I have an extremely bad time where I have to take a Demerol with it (rarely).
","567, 760",CATAFLAM.9.txt,0,Auto-Rejected by Hunter (Low Probability)
CATAFLAM.9_6,"The best dose for me (per my doctor) is 2 pills to get in your system, then 1 every 8 hours afterward.
",0,Not-Related,Cataflam; Demerol,"However, I have noticed in the ""patient info"" they give with my Rx that now warnings of NSAID's causing heart attacks and strokes are written where they were not before when I started this Rx.
","760, 863",CATAFLAM.9.txt,0,Auto-Rejected by Hunter (Low Probability)
CATAFLAM.9_7,"Luckily, I only need this a few days a week at the most, here & there.
",0,Not-Related,Cataflam; Demerol,"The best dose for me (per my doctor) is 2 pills to get in your system, then 1 every 8 hours afterward.
","863, 934",CATAFLAM.9.txt,0,Auto-Rejected by Hunter (Low Probability)
CATAFLAM.9_8,"I highly recommend this especially for lower lumbar arthritis and to women for dysmennorhea.
",0,Not-Related,Cataflam; Demerol,"Luckily, I only need this a few days a week at the most, here & there.
","934, 1027",CATAFLAM.9.txt,0,Auto-Rejected by Hunter (Low Probability)
CATAFLAM.9_9,"it will do the trick!.
",0,Not-Related,Cataflam; Demerol,"I highly recommend this especially for lower lumbar arthritis and to women for dysmennorhea.
","1027, 1050",CATAFLAM.9.txt,0,Auto-Rejected by Hunter (Low Probability)
LIPITOR.155_0,"stomach pain,dizzy spells,hairloss,fatigue,dry eyes, joint pain.
",1,Related,Lipitor,,"0, 65",LIPITOR.155.txt,1,"The text lists several physiological symptoms (stomach pain, dizzy spells, hairloss, fatigue, dry eyes, joint pain) which are potential adverse drug events and are not indications for Lipitor, nor are they negated or described as pre-existing."
LIPITOR.155_1,"When I stopped taking Lipitor,I was amazed at how much better I began to feel.
",0,Not-Related,Lipitor,"stomach pain,dizzy spells,hairloss,fatigue,dry eyes, joint pain.
","65, 144",LIPITOR.155.txt,0,Auto-Rejected by Hunter (Low Probability)
LIPITOR.155_2,"While taking Lipitor I had stomach cramps every day.
",1,Related,Lipitor,"When I stopped taking Lipitor,I was amazed at how much better I began to feel.
","144, 197",LIPITOR.155.txt,1,The text describes a physiological issue (stomach cramps) that occurred during the use of Lipitor.
LIPITOR.155_3,"I was tired, and could not function normal.
",1,Related,Lipitor,"While taking Lipitor I had stomach cramps every day.
","197, 241",LIPITOR.155.txt,1,"The text describes physiological issues (tiredness, inability to function normally) which are potential adverse drug effects. There is no information to suggest it is an indication, pre-existing condition, or negation."
LIPITOR.828_0,"I can't say these were.
",0,Not-Related,LIPITOR.828,,"0, 24",LIPITOR.828.txt,0,Auto-Rejected by Hunter (Low Probability)
LIPITOR.828_1,"It did reduce cholestoral, but seems to reduce the quality of life too.
",0,Not-Related,LIPITOR.828,"I can't say these were.
","24, 96",LIPITOR.828.txt,0,Auto-Rejected by Hunter (Low Probability)
LIPITOR.800_0,"Fuzzy, dizzy, light-headedness feeling I've never had before.
",1,Related,Lipitor,,"0, 62",LIPITOR.800.txt,1,"The text describes new physiological symptoms (fuzzy, dizzy, light-headedness) that are not the indication for Lipitor and are explicitly stated as never experienced before, suggesting they occurred during or after drug use."
LIPITOR.800_1,"Low grade headache goes with it.
",1,Related,Lipitor,"Fuzzy, dizzy, light-headedness feeling I've never had before.
","62, 95",LIPITOR.800.txt,1,"The text describes a physiological issue (headache) that is associated with the drug ('goes with it'), indicating it occurred during or after drug use."
LIPITOR.800_2,"Mild insomnia.
",1,Related,Lipitor,"Low grade headache goes with it.
","95, 110",LIPITOR.800.txt,1,"Mild insomnia describes a physiological issue (sleep disturbance) that can be an adverse effect of a drug. There is no information to suggest it's an indication, pre-existing condition, or negated."
LIPITOR.800_3,"Poor concentration, noise intolerance.
",1,Related,Lipitor,"Mild insomnia.
","110, 149",LIPITOR.800.txt,1,"Poor concentration and noise intolerance are physiological issues that can be considered adverse drug events when reported in relation to a drug, and they are not an indication for Lipitor, nor are they negated or described as pre-existing."
